Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
27,0,Travel_Rarely,Sales,Medical,Female,4,Manufacturing Director,Married,44000
32,0,Travel_Frequently,Research & Development,Medical,Female,2,Research Scientist,Single,35000
59,0,Travel_Rarely,Sales,Marketing,Female,5,Sales Representative,Married,20660
30,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Divorced,171690
38,0,Travel_Frequently,Sales,Life Sciences,Male,2,Healthcare Representative,Single,41620
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,92040
35,0,Travel_Rarely,Human Resources,Human Resources,Male,2,Manager,Married,32940
29,0,Travel_Rarely,Sales,Life Sciences,Male,2,Laboratory Technician,Single,21270
31,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Divorced,39750
34,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Divorced,107930
28,1,Travel_Rarely,Research & Development,Life Sciences,Male,5,Research Director,Single,100960
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Laboratory Technician,Divorced,36460
32,0,Travel_Rarely,Human Resources,Human Resources,Female,2,Research Director,Divorced,74460
22,0,Non-Travel,Research & Development,Life Sciences,Female,3,Sales Executive,Divorced,108510
53,0,Travel_Rarely,Research & Development,Medical,Male,2,Manager,Married,21090
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Single,37220
24,0,Non-Travel,Research & Development,Life Sciences,Male,3,Research Scientist,Divorced,93800
36,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Single,54860
34,0,Travel_Rarely,Sales,Marketing,Male,4,Research Scientist,Single,27420
21,0,Travel_Rarely,Sales,Life Sciences,Male,2,Manufacturing Director,Single,137570
34,1,Travel_Rarely,Sales,Marketing,Female,2,Research Scientist,Single,84630
53,0,Travel_Rarely,Sales,Life Sciences,Male,5,Human Resources,Divorced,31620
32,1,Travel_Frequently,Research & Development,Medical,Female,2,Manufacturing Director,Single,165980
42,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Laboratory Technician,Married,66510
44,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manufacturing Director,Married,23450
46,0,Travel_Rarely,Sales,Life Sciences,Female,1,Research Scientist,Single,34200
33,0,Travel_Rarely,Sales,Medical,Male,1,Manufacturing Director,Single,43730
44,0,Travel_Rarely,Human Resources,Life Sciences,Male,5,Healthcare Representative,Married,47590
30,0,Travel_Rarely,Research & Development,Technical Degree,Female,1,Research Scientist,Single,53010
39,1,Travel_Rarely,Human Resources,Medical,Male,1,Sales Executive,Married,36730
24,1,Travel_Rarely,Human Resources,Human Resources,Male,3,Sales Executive,Married,47680
43,0,Travel_Rarely,Sales,Technical Degree,Female,1,Research Director,Divorced,12740
50,1,Travel_Rarely,Research & Development,Medical,Male,1,Research Director,Married,49000
35,0,Travel_Rarely,Sales,Marketing,Male,3,Manufacturing Director,Married,104660
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Sales Executive,Married,170070
33,0,Travel_Frequently,Sales,Marketing,Male,4,Human Resources,Married,29090
35,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Divorced,57650
27,0,Travel_Rarely,Sales,Marketing,Female,3,Research Scientist,Divorced,45990
26,1,Travel_Rarely,Sales,Marketing,Male,2,Manager,Single,24040
27,0,Travel_Frequently,Sales,Life Sciences,Male,4,Healthcare Representative,Single,31720
30,0,Travel_Frequently,Research & Development,Medical,Male,1,Research Scientist,Single,20330
41,1,Travel_Rarely,Sales,Marketing,Male,2,Sales Executive,Married,102090
34,0,Non-Travel,Research & Development,Technical Degree,Female,1,Research Scientist,Single,86200
37,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,20640
46,0,Travel_Frequently,Research & Development,Technical Degree,Male,3,Sales Executive,Single,40350
35,0,Travel_Rarely,Research & Development,Medical,Female,3,Research Scientist,Married,38380
48,1,Travel_Rarely,Research & Development,Technical Degree,Female,1,Sales Executive,Single,45910
28,1,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Single,25610
44,0,Travel_Rarely,Research & Development,Medical,Female,3,Research Scientist,Divorced,15630
35,0,Non-Travel,Research & Development,Technical Degree,Female,3,Manufacturing Director,Married,48980
26,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,47890
33,0,Travel_Frequently,Sales,Life Sciences,Female,1,Human Resources,Single,31800
35,0,Travel_Frequently,Research & Development,Medical,Male,3,Manufacturing Director,Married,65490
35,0,Travel_Rarely,Human Resources,Life Sciences,Female,1,Laboratory Technician,Married,63880
31,0,Travel_Rarely,Sales,Life Sciences,Female,2,Research Scientist,Divorced,112440
37,0,Travel_Rarely,Sales,Marketing,Male,4,Human Resources,Divorced,160320
32,0,Travel_Rarely,Research & Development,Other,Male,2,Sales Executive,Married,23620
38,0,Travel_Frequently,Research & Development,Medical,Male,2,Manufacturing Director,Single,163280
50,0,Travel_Rarely,Sales,Marketing,Female,4,Research Scientist,Divorced,83760
59,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Single,166060
36,0,Travel_Rarely,Sales,Marketing,Female,2,Sales Executive,Divorced,86060
55,0,Travel_Rarely,Research & Development,Medical,Male,3,Research Scientist,Divorced,22720
36,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Laboratory Technician,Single,20180
45,0,Travel_Rarely,Research & Development,Medical,Female,1,Sales Executive,Divorced,70830
35,0,Travel_Frequently,Human Resources,Other,Female,2,Sales Representative,Married,40840
36,1,Travel_Rarely,Sales,Life Sciences,Male,4,Laboratory Technician,Married,144110
59,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Research Scientist,Single,23080
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Representative,Married,48410
31,0,Travel_Rarely,Research & Development,Medical,Female,3,Sales Executive,Single,42850
32,0,Travel_Rarely,Sales,Life Sciences,Male,2,Manufacturing Director,Married,97150
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Representative,Married,43200
31,0,Travel_Rarely,Research & Development,Medical,Female,2,Research Director,Single,21320
35,0,Travel_Rarely,Research & Development,Medical,Male,2,Healthcare Representative,Single,101240
45,0,Travel_Rarely,Human Resources,Human Resources,Female,1,Sales Executive,Married,54730
37,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Single,52070
46,0,Travel_Rarely,Research & Development,Medical,Male,3,Manager,Divorced,164370
30,0,Travel_Rarely,Sales,Life Sciences,Male,4,Human Resources,Married,22960
35,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Human Resources,Single,40690
55,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Married,74410
38,0,Non-Travel,Sales,Marketing,Male,2,Laboratory Technician,Divorced,24300
34,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Married,58780
56,0,Travel_Rarely,Human Resources,Medical,Male,2,Sales Executive,Single,26440
23,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Divorced,64390
51,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Manufacturing Director,Married,24510
30,0,Travel_Rarely,Sales,Technical Degree,Male,1,Sales Representative,Married,63920
46,1,Travel_Rarely,Sales,Medical,Female,2,Research Scientist,Single,97140
40,0,Travel_Frequently,Research & Development,Medical,Male,1,Healthcare Representative,Married,60770
51,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Sales Representative,Single,24500
30,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Divorced,92500
46,0,Travel_Frequently,Research & Development,Medical,Male,1,Laboratory Technician,Married,20740
32,0,Travel_Rarely,Sales,Marketing,Male,1,Research Scientist,Single,101690
54,0,Travel_Rarely,Research & Development,Medical,Female,1,Laboratory Technician,Married,48550
24,0,Travel_Rarely,Sales,Marketing,Male,2,Research Scientist,Married,40870
28,0,Non-Travel,Sales,Medical,Male,2,Laboratory Technician,Married,23670
58,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Single,29720
44,0,Non-Travel,Research & Development,Medical,Female,1,Research Scientist,Married,195860
37,1,Travel_Rarely,Human Resources,Human Resources,Male,2,Healthcare Representative,Divorced,54840
32,0,Travel_Rarely,Human Resources,Human Resources,Female,1,Sales Representative,Single,20610
20,1,Travel_Frequently,Sales,Life Sciences,Female,2,Healthcare Representative,Single,99240
34,0,Travel_Rarely,Research & Development,Other,Male,4,Laboratory Technician,Single,41980
37,0,Non-Travel,Sales,Life Sciences,Male,1,Research Scientist,Divorced,68150
59,0,Non-Travel,Research & Development,Life Sciences,Male,2,Sales Executive,Married,47230
50,0,Travel_Frequently,Research & Development,Medical,Male,4,Research Scientist,Married,61420
25,1,Travel_Rarely,Sales,Marketing,Male,2,Research Director,Single,82370
25,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Married,88530
22,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Single,193310
51,0,Travel_Frequently,Research & Development,Life Sciences,Female,1,Sales Executive,Single,20730
34,1,Travel_Frequently,Human Resources,Life Sciences,Female,5,Sales Executive,Single,55620
54,0,Non-Travel,Research & Development,Life Sciences,Male,1,Laboratory Technician,Single,196130
24,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,34070
34,0,Travel_Rarely,Sales,Marketing,Female,2,Sales Representative,Divorced,50630
37,0,Travel_Rarely,Sales,Technical Degree,Male,1,Laboratory Technician,Single,46390
34,0,Travel_Rarely,Sales,Medical,Male,2,Healthcare Representative,Single,48760
36,0,Travel_Frequently,Human Resources,Medical,Male,1,Research Scientist,Married,26900
36,0,Travel_Rarely,Research & Development,Medical,Female,2,Manufacturing Director,Divorced,175670
43,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Sales Executive,Married,24080
30,0,Travel_Frequently,Research & Development,Life Sciences,Female,3,Healthcare Representative,Divorced,28140
33,0,Non-Travel,Sales,Life Sciences,Male,2,Sales Executive,Married,112450
56,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,33120
51,0,Travel_Rarely,Research & Development,Other,Female,2,Sales Representative,Single,190490
31,1,Travel_Rarely,Research & Development,Technical Degree,Female,3,Sales Executive,Married,21410
26,0,Travel_Rarely,Sales,Medical,Female,2,Manager,Married,57690
58,1,Travel_Rarely,Sales,Medical,Female,1,Research Scientist,Married,43850
19,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manager,Single,53320
22,0,Travel_Rarely,Sales,Technical Degree,Male,1,Sales Executive,Married,46630
49,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Married,47240
43,0,Travel_Frequently,Sales,Life Sciences,Male,1,Sales Executive,Single,32110
50,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Sales Executive,Single,53770
31,1,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Married,40660
41,0,Travel_Rarely,Research & Development,Other,Male,1,Manufacturing Director,Divorced,52080
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,48770
36,0,Travel_Rarely,Human Resources,Human Resources,Male,2,Research Scientist,Divorced,31170
51,1,Travel_Frequently,Research & Development,Life Sciences,Female,1,Manager,Single,15690
39,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,196580
25,0,Travel_Rarely,Sales,Medical,Female,3,Research Scientist,Married,30690
30,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Married,104350
32,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Director,Single,41480
45,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Healthcare Representative,Single,57680
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Research Director,Single,50420
30,0,Travel_Rarely,Sales,Marketing,Female,2,Laboratory Technician,Single,57700
32,0,Travel_Frequently,Sales,Marketing,Male,3,Laboratory Technician,Divorced,77560
30,0,Travel_Rarely,Research & Development,Medical,Female,3,Sales Executive,Divorced,103060
30,0,Travel_Rarely,Sales,Medical,Male,2,Research Scientist,Single,39360
41,0,Travel_Frequently,Sales,Medical,Female,3,Manufacturing Director,Divorced,79450
41,0,Travel_Rarely,Research & Development,Medical,Male,4,Research Scientist,Married,57430
19,0,Travel_Rarely,Research & Development,Other,Female,5,Manufacturing Director,Single,152020
40,0,Travel_Frequently,Research & Development,Medical,Male,2,Manufacturing Director,Divorced,54400
35,0,Travel_Rarely,Sales,Marketing,Female,3,Laboratory Technician,Married,37600
53,0,Travel_Rarely,Sales,Life Sciences,Female,5,Manufacturing Director,Married,35170
45,0,Travel_Rarely,Sales,Technical Degree,Male,1,Research Scientist,Divorced,25800
32,0,Travel_Frequently,Sales,Life Sciences,Female,1,Manufacturing Director,Single,21660
29,0,Non-Travel,Research & Development,Technical Degree,Male,3,Healthcare Representative,Married,58690
51,0,Travel_Rarely,Research & Development,Other,Female,3,Research Director,Married,80080
58,0,Travel_Rarely,Sales,Marketing,Female,1,Research Scientist,Married,52060
40,0,Travel_Rarely,Research & Development,Technical Degree,Male,4,Laboratory Technician,Married,52950
34,0,Travel_Frequently,Sales,Marketing,Male,2,Manufacturing Director,Married,164130
22,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Married,132690
27,0,Non-Travel,Research & Development,Medical,Male,1,Healthcare Representative,Divorced,27830
28,0,Travel_Rarely,Sales,Life Sciences,Male,2,Healthcare Representative,Married,54330
57,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manufacturing Director,Divorced,20130
27,0,Non-Travel,Research & Development,Life Sciences,Male,1,Manufacturing Director,Divorced,139660
50,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Manufacturing Director,Single,43740
41,0,Travel_Rarely,Sales,Marketing,Male,4,Laboratory Technician,Divorced,68420
30,0,Travel_Rarely,Human Resources,Human Resources,Female,1,Manager,Married,174260
38,0,Travel_Rarely,Sales,Medical,Male,2,Laboratory Technician,Single,176030
32,0,Travel_Rarely,Research & Development,Medical,Female,1,Manufacturing Director,Single,45810
27,0,Travel_Rarely,Research & Development,Medical,Male,2,Healthcare Representative,Married,47350
19,1,Travel_Frequently,Research & Development,Life Sciences,Male,2,Healthcare Representative,Single,41870
36,0,Travel_Frequently,Sales,Marketing,Female,2,Research Director,Single,55050
